transactionId,accountId,transactionDay,category,transactionAmount
T000369,A38,10,AA,116.02
T00041,A14,1,CC,351.16
T000392,A16,10,CC,284.9
T000946,A42,28,FF,616.73
T000407,A45,11,GG,926.99
T00078,A11,2,AA,914.89
T000105,A28,2,CC,341.52
T000506,A41,14,FF,26.11
T000556,A33,17,BB,631.03
T000842,A32,26,GG,751.77
T000480,A35,13,EE,490.92
T000306,A38,8,FF,537.98
T000394,A31,11,EE,793.57
T000394,A31,11,EE,793.57
T000304,A8,8,BB,78.81
T000975,A2,28,BB,485.85
T000952,A15,28,BB,731.64
T00021,A25,1,AA,291.76
T000252,A27,6,CC,17.78
T000798,A2,25,AA,638.95
T000858,A38,26,EE,356.95
T000477,A3,13,BB,746.53
T000781,A3,24,DD,155.67
T000114,A18,3,AA,157.28
T000168,A23,4,DD,647.12
T000796,A2,25,EE,752.12
T000734,A17,23,GG,659.75
T000733,A18,23,BB,72.47
T000938,A14,28,FF,312.57
T000978,A7,29,AA,344.47
T000935,A3,28,DD,692.65
T000251,A22,6,FF,125.64
T000108,A12,2,EE,928.86
T000831,A26,26,CC,307.88
T000335,A42,8,FF,894.86
T000430,A7,11,GG,162.69
T000261,A42,7,DD,4.52
T000187,A17,4,AA,614.56
T000303,A19,8,EE,532.33
T000344,A45,9,EE,212.34
T000798,A2,25,AA,638.95
T000583,A7,18,CC,83.29
T000308,A38,8,FF,669.7
T000515,A38,14,AA,780.74
T000871,A44,27,GG,653.35
T000251,A22,6,FF,125.64
T0001,A27,1,GG,338.11
T000884,A13,27,AA,866.5
T000982,A22,29,GG,300.95
T00034,A44,1,AA,949.92
T000100,A34,2,FF,101.51
T000641,A18,20,CC,695.15
T000683,A39,22,GG,564.13
T000593,A26,18,AA,13.19
T000673,A48,21,FF,371.13
T00022,A35,1,EE,457.87
T000214,A41,6,AA,533.87
T000335,A42,8,FF,894.86
T000586,A10,18,CC,387.74
T000910,A42,27,DD,335.43
T000457,A6,12,CC,857.62
T000885,A7,27,GG,359.55
T000414,A32,11,CC,216.41
T000466,A45,12,EE,410.64
T00021,A25,1,AA,291.76
T000170,A15,4,DD,194.77
T000968,A42,28,DD,643.41
T000721,A13,23,CC,804.62
T000401,A30,11,CC,252.14
T000250,A41,6,BB,321.38
T00031,A18,1,GG,379.86
T000580,A18,18,DD,450.83
T000396,A23,11,AA,335.92
T00056,A16,1,EE,820.45
T000480,A35,13,EE,490.92
T000863,A45,27,BB,943.08
T000624,A23,20,CC,909.93
T00085,A11,2,BB,481.88
T000957,A2,28,EE,585.24
T000479,A31,13,AA,763.68
T0008,A49,1,DD,848.9
T000197,A29,5,GG,888.75
T000411,A17,11,CC,550.95
T000191,A14,4,GG,931.16
T000520,A24,14,GG,641.5
T00069,A7,2,EE,367.0
T000283,A36,8,CC,726.54
T000974,A44,28,DD,98.65
T000381,A1,10,BB,537.73
T000864,A29,27,EE,742.93
T000850,A31,26,FF,406.26
T000351,A22,9,AA,345.52
T000628,A9,20,CC,183.27
T000921,A10,27,BB,904.59
T000912,A39,27,CC,488.11
T000429,A24,11,FF,976.95
T000590,A31,18,DD,378.76
T000178,A9,4,GG,812.73
T000786,A8,25,GG,495.57
T000641,A18,20,CC,695.15
T000495,A42,13,CC,971.14
T000812,A45,26,GG,440.15
T000306,A38,8,FF,537.98
T000648,A13,20,GG,637.65
T000848,A31,26,GG,314.32
T000932,A43,28,FF,276.57
T000361,A35,9,CC,503.21
T000608,A22,19,CC,992.15
T00075,A15,2,DD,168.31
T000249,A30,6,DD,114.33
T00085,A11,2,BB,481.88
T00036,A43,1,CC,546.37
T00068,A8,2,GG,624.81
T000114,A18,3,AA,157.28
T00075,A15,2,DD,168.31
T000393,A20,10,BB,237.76
T000340,A5,9,GG,886.19
T000818,A13,26,CC,696.11
T000484,A3,13,BB,2.45
T000716,A16,23,DD,169.37
T000916,A12,27,FF,987.85
T000461,A16,12,BB,185.88
T000488,A49,13,FF,652.76
T000979,A32,29,BB,185.76
T000674,A3,21,GG,899.49
T000115,A26,3,GG,43.57
T00016,A16,1,BB,786.14
T000550,A35,16,DD,637.19
T00078,A11,2,AA,914.89
T000495,A42,13,CC,971.14
T000959,A24,28,BB,913.41
T000329,A12,8,CC,67.27
T000441,A38,12,BB,70.94
T000884,A13,27,AA,866.5
T000623,A22,20,CC,987.04
T000188,A33,4,EE,235.73
T000797,A31,25,CC,660.74
T000302,A2,8,BB,123.92
T000241,A12,6,DD,223.49
T000556,A33,17,BB,631.03
T000376,A38,10,DD,223.63
T000309,A33,8,BB,162.66
T000172,A46,4,DD,523.63
T000695,A46,22,AA,418.25
T000654,A31,20,DD,160.35
T000941,A22,28,AA,583.76
T000609,A49,19,CC,907.87
T000254,A45,6,DD,573.27
T000760,A42,24,BB,233.28
T000400,A23,11,AA,936.75
T000114,A18,3,AA,157.28
T00054,A42,1,GG,350.65
T000965,A26,28,EE,945.73
T000251,A22,6,FF,125.64
T00038,A43,1,AA,393.46
T000129,A29,3,EE,997.18
T000236,A30,6,DD,619.14
T000845,A25,26,EE,20.93
T000973,A40,28,FF,940.97
T000560,A45,17,EE,232.66
T000654,A31,20,DD,160.35
T000910,A42,27,DD,335.43
T00072,A27,2,CC,764.79
T000940,A10,28,AA,908.15
T000673,A48,21,FF,371.13
T000969,A33,28,DD,869.07
T000506,A41,14,FF,26.11
T000153,A39,4,AA,422.17
T000464,A21,12,EE,349.34
T000270,A5,7,FF,390.7
T000442,A43,12,GG,649.53
T000645,A39,20,BB,932.3
T000187,A17,4,AA,614.56
T000119,A23,3,DD,133.42
T000421,A46,11,CC,71.58
T000681,A38,22,BB,934.23
T000819,A29,26,DD,453.65
T000257,A49,6,GG,961.67
T00083,A29,2,EE,495.34
T000195,A2,5,BB,624.25
T000828,A6,26,DD,678.71
T000774,A3,24,FF,507.44
T000272,A5,7,AA,151.88
T000625,A26,20,DD,114.63
T000211,A32,6,EE,877.0
T000533,A15,15,DD,798.44
T000370,A19,10,CC,441.98
T000926,A7,28,FF,774.2
T000342,A20,9,GG,916.87
T000874,A25,27,CC,825.71
T000979,A32,29,BB,185.76
T000875,A25,27,GG,753.34
T000529,A49,15,BB,272.66
T00052,A13,1,GG,662.13
T000820,A30,26,GG,397.64
T000396,A23,11,AA,335.92
T000866,A40,27,GG,482.54
T000821,A35,26,EE,825.15
T000850,A31,26,FF,406.26
T000904,A5,27,FF,664.34
T000552,A19,16,BB,701.03
T000363,A42,9,AA,961.68
T000778,A47,24,FF,972.8
T000511,A44,14,FF,624.71
T000977,A25,29,FF,979.22
T000236,A30,6,DD,619.14
T000117,A3,3,EE,873.58
T00051,A20,1,GG,490.24
T000159,A41,4,BB,427.26
T000871,A44,27,GG,653.35
T000545,A36,16,CC,377.01
T000601,A1,19,DD,568.98
T000718,A18,23,AA,554.78
T000808,A5,25,EE,716.41
T000298,A7,8,GG,278.49
T000312,A39,8,GG,76.62
T000446,A7,12,EE,71.23
T000161,A14,4,AA,796.33
T000309,A33,8,BB,162.66
T000816,A15,26,BB,601.1
T000806,A9,25,BB,772.53
T000185,A26,4,EE,4.12
T000691,A24,22,GG,74.51
T000929,A7,28,EE,674.02
T000446,A7,12,EE,71.23
T000418,A41,11,CC,120.49
T000170,A15,4,DD,194.77
T00056,A16,1,EE,820.45
T000626,A25,20,FF,288.74
T00020,A32,1,EE,284.34
T000596,A10,18,AA,156.77
T000221,A2,6,BB,625.73
T000547,A29,16,BB,538.08
T000221,A2,6,BB,625.73
T000786,A8,25,GG,495.57
T000936,A42,28,CC,354.76
T000967,A43,28,BB,548.64
T000359,A12,9,EE,173.13
T000579,A1,18,BB,593.17
T000169,A43,4,CC,660.77
T000222,A43,6,AA,816.13
T000295,A36,8,BB,434.1
T000613,A10,19,GG,19.01
T000378,A29,10,AA,983.69
T000416,A5,11,EE,476.28
T000452,A31,12,BB,286.86
T000930,A42,28,DD,401.57
T000233,A40,6,GG,526.9
T000300,A19,8,AA,190.74
T000220,A48,6,DD,762.14
T000467,A32,12,AA,458.25
T000822,A38,26,EE,240.9
T000180,A37,4,DD,864.68
T000987,A33,29,GG,410.1
T00053,A31,1,DD,115.88
T000353,A35,9,GG,294.89
T000869,A1,27,BB,505.46
T000223,A21,6,CC,818.33
T000548,A10,16,FF,815.31
T000196,A16,5,FF,761.67
T000991,A20,29,AA,707.38
T000585,A20,18,CC,296.89
T000787,A38,25,DD,705.08
T000919,A47,27,GG,666.97
T000785,A14,25,CC,309.33
T000182,A21,4,CC,492.85
T000494,A15,13,AA,280.93
T000711,A22,23,BB,486.6
T000244,A8,6,FF,20.18
T000744,A37,24,FF,763.82
T000873,A24,27,CC,820.79
T000872,A46,27,CC,878.49
T000108,A12,2,EE,928.86
T000234,A36,6,EE,738.68
T000221,A2,6,BB,625.73
T000983,A7,29,AA,883.46
T000296,A16,8,GG,356.74
T000111,A45,3,CC,213.21
T000929,A7,28,EE,674.02
T000480,A35,13,EE,490.92
T000245,A48,6,GG,354.58
T000601,A1,19,DD,568.98
T000681,A38,22,BB,934.23
T000259,A21,7,DD,879.83
T000595,A14,18,GG,503.58
T000273,A44,7,GG,377.61
T00093,A35,2,GG,526.4
T000470,A6,12,FF,178.29
T000126,A36,3,EE,197.62
T000767,A11,24,DD,8.28
T000616,A29,20,CC,596.66
T00074,A23,2,AA,743.51
T000506,A41,14,FF,26.11
T000698,A36,22,GG,598.32
T000953,A23,28,GG,812.73
T00017,A33,1,DD,352.64
T000395,A18,11,AA,377.09
T000710,A29,23,BB,273.64
T000239,A46,6,CC,131.6
T000404,A10,11,CC,4.02
T000100,A34,2,FF,101.51
T000634,A24,20,CC,895.78
T000289,A13,8,GG,516.13
T000318,A32,8,BB,645.75
T000363,A42,9,AA,961.68
T000962,A47,28,BB,345.69
T000900,A39,27,GG,591.57
T000403,A32,11,FF,864.56
T000902,A47,27,EE,945.16
T000229,A31,6,BB,893.98
T000954,A45,28,DD,359.34
T000558,A13,17,GG,591.11
T000713,A10,23,EE,550.85
T000530,A42,15,FF,480.3
T000592,A29,18,GG,784.31
T000647,A26,20,DD,395.3
T000938,A14,28,FF,312.57
T000695,A46,22,AA,418.25
T000708,A20,23,CC,217.2
T000601,A1,19,DD,568.98
T000227,A4,6,DD,938.17
T000976,A8,29,GG,39.5
T000480,A35,13,EE,490.92
T00011,A45,1,GG,662.98
T000879,A10,27,BB,252.62
T00068,A8,2,GG,624.81
T00036,A43,1,CC,546.37
T000541,A25,15,GG,130.85
T000942,A38,28,EE,694.54
T000884,A13,27,AA,866.5
T000692,A4,22,DD,214.6
T000533,A15,15,DD,798.44
T000432,A44,11,CC,368.48
T000561,A40,17,AA,912.76
T000795,A26,25,GG,336.01
T000589,A10,18,FF,508.87
T000836,A34,26,GG,200.36
T000354,A49,9,CC,340.89
T000115,A26,3,GG,43.57
T000534,A45,15,AA,67.43
T000100,A34,2,FF,101.51
T000185,A26,4,EE,4.12
T000890,A14,27,GG,858.61
T000872,A46,27,CC,878.49
T000263,A12,7,GG,827.76
T000971,A15,28,DD,803.89
T000286,A15,8,AA,421.58
T000923,A17,27,FF,598.81
T000964,A44,28,AA,905.31
T000603,A11,19,CC,15.86
T000708,A20,23,CC,217.2
T000884,A13,27,AA,866.5
T000683,A39,22,GG,564.13
T000910,A42,27,DD,335.43
T000159,A41,4,BB,427.26
T000113,A3,3,EE,450.64
T000945,A17,28,CC,627.62
T00010,A23,1,BB,416.36
T000653,A44,20,CC,132.83
T000376,A38,10,DD,223.63
T000375,A27,10,FF,721.92
T000389,A34,10,FF,190.78
T000478,A12,13,AA,959.1
T000754,A31,24,GG,723.88
T000114,A18,3,AA,157.28
T000794,A6,25,BB,675.99
T000988,A19,29,DD,911.74
T000468,A18,12,CC,877.68
T00097,A33,2,BB,51.39
T000507,A5,14,DD,473.66
T000853,A14,26,BB,519.08
T000424,A35,11,CC,875.48
T000249,A30,6,DD,114.33
T000832,A5,26,DD,921.92
T000650,A23,20,FF,372.31
T000459,A5,12,DD,776.08
T000498,A2,14,FF,132.56
T000149,A37,4,EE,626.96
T000572,A26,17,BB,300.24
T00045,A5,1,CC,183.1
T000209,A42,6,BB,461.91
T000358,A18,9,GG,661.97
T000828,A6,26,DD,678.71
T000698,A36,22,GG,598.32
T000956,A29,28,EE,169.75
T000357,A48,9,EE,66.05
T000991,A20,29,AA,707.38
T000699,A14,22,CC,382.33
T000810,A2,26,DD,977.2
T000421,A46,11,CC,71.58
T000356,A48,9,GG,618.16
T00054,A42,1,GG,350.65
T000579,A1,18,BB,593.17
T000699,A14,22,CC,382.33
T00018,A14,1,DD,733.77
T000937,A37,28,GG,728.51
T000142,A26,4,BB,188.06
T000717,A4,23,EE,522.17
T00048,A7,1,DD,650.23
T00068,A8,2,GG,624.81
T000768,A46,24,DD,834.47
T000937,A37,28,GG,728.51
T000732,A28,23,AA,145.5
T000375,A27,10,FF,721.92
T000917,A46,27,GG,508.2
T000867,A22,27,GG,809.79
T00035,A4,1,EE,732.07
T000425,A28,11,BB,780.81
T000154,A38,4,CC,421.39
T000520,A24,14,GG,641.5
T000361,A35,9,CC,503.21
T000213,A44,6,EE,10.59
T00049,A33,1,GG,146.46
T000766,A35,24,FF,641.07
T000563,A11,17,EE,694.53
T000889,A46,27,GG,32.21
T000286,A15,8,AA,421.58
T000370,A19,10,CC,441.98
T000735,A49,23,GG,63.91
T000801,A33,25,FF,877.44
T000897,A44,27,BB,852.46
T000785,A14,25,CC,309.33
T000823,A29,26,DD,512.52
T000846,A14,26,FF,950.86
T000964,A44,28,AA,905.31
T000666,A1,21,FF,321.8
T00060,A6,2,BB,47.89
T000660,A40,20,EE,677.21
T000535,A38,15,GG,506.05
T000280,A22,8,GG,995.78
T000435,A7,11,BB,699.44
T000293,A28,8,FF,340.07
T000134,A1,4,FF,977.98
T000892,A39,27,BB,281.02
T000123,A45,3,BB,855.74
T000404,A10,11,CC,4.02
T000603,A11,19,CC,15.86
T000169,A43,4,CC,660.77
T000705,A30,23,GG,561.83
T000588,A1,18,BB,991.1
T000199,A1,5,CC,171.19
T000470,A6,12,FF,178.29
T00057,A6,2,EE,959.67
T000475,A32,12,CC,19.02
T000469,A31,12,BB,785.37
T000339,A4,9,AA,163.78
T00064,A12,2,FF,438.88
T000981,A22,29,CC,574.62
T000616,A29,20,CC,596.66
T000625,A26,20,DD,114.63
T000551,A16,16,CC,771.61
T000472,A10,12,AA,707.74
T000461,A16,12,BB,185.88
T000318,A32,8,BB,645.75
T000490,A29,13,CC,39.24
T000324,A44,8,EE,1.51
T000500,A31,14,AA,646.75
T000714,A46,23,FF,262.97
T000239,A46,6,CC,131.6
T000421,A46,11,CC,71.58
T000103,A13,2,EE,131.47
T000222,A43,6,AA,816.13
T000919,A47,27,GG,666.97
T000502,A1,14,CC,562.36
T000506,A41,14,FF,26.11
T000951,A8,28,BB,338.11
T000359,A12,9,EE,173.13
T000696,A44,22,AA,504.63
T000488,A49,13,FF,652.76
T000507,A5,14,DD,473.66
T000961,A43,28,DD,741.35
T000882,A14,27,AA,641.96
T00050,A16,1,CC,353.66
T000128,A41,3,BB,775.15
T000903,A10,27,FF,350.59
T000607,A38,19,EE,610.4
T00030,A4,1,DD,485.44
T000149,A37,4,EE,626.96
T000670,A15,21,CC,525.89
T000145,A9,4,DD,685.45
T000132,A33,4,AA,774.8
T000306,A38,8,FF,537.98
T000639,A13,20,DD,503.27
T000758,A41,24,FF,304.01
T000307,A46,8,EE,115.6
T000144,A43,4,EE,185.87
T000360,A45,9,DD,98.49
T000640,A34,20,CC,14.85
T000764,A4,24,CC,707.51
T000831,A26,26,CC,307.88
T00058,A48,2,AA,797.19
T000967,A43,28,BB,548.64
T000767,A11,24,DD,8.28
T00060,A6,2,BB,47.89
T000409,A36,11,DD,34.32
T000252,A27,6,CC,17.78
T000339,A4,9,AA,163.78
T00081,A11,2,AA,106.01
T000320,A19,8,CC,947.38
T000939,A31,28,CC,816.23
T000268,A12,7,AA,391.18
T000457,A6,12,CC,857.62
T000267,A18,7,BB,863.59
T000297,A25,8,EE,104.19
T00093,A35,2,GG,526.4
T000363,A42,9,AA,961.68
T00046,A10,1,BB,557.57
T000860,A43,26,BB,581.54
T000591,A15,18,EE,3.4
T000861,A16,27,AA,455.58
T000520,A24,14,GG,641.5
T000112,A12,3,EE,586.62
T000763,A22,24,AA,287.39
T000709,A27,23,CC,786.72
T000343,A47,9,AA,537.26
T000863,A45,27,BB,943.08
T000973,A40,28,FF,940.97
T000686,A22,22,DD,561.89
T000387,A14,10,BB,736.36
T000334,A40,8,EE,513.6
T000234,A36,6,EE,738.68
T000908,A11,27,BB,599.16
T000347,A28,9,GG,807.54
T000807,A49,25,CC,315.35
T000759,A34,24,CC,877.84
T000720,A40,23,CC,316.05
T000908,A11,27,BB,599.16
T000525,A7,14,EE,680.29
T000196,A16,5,FF,761.67
T000516,A18,14,EE,117.46
T000304,A8,8,BB,78.81
T000157,A34,4,FF,5.16
T000405,A21,11,AA,935.71
T000758,A41,24,FF,304.01
T000900,A39,27,GG,591.57
T000893,A38,27,GG,382.81
T000375,A27,10,FF,721.92
T000607,A38,19,EE,610.4
T000436,A21,11,CC,783.38
T000612,A18,19,BB,581.56
T000765,A3,24,DD,613.79
T000242,A8,6,CC,794.25
T000645,A39,20,BB,932.3
T000503,A35,14,EE,400.58
T000731,A17,23,FF,846.92
T000110,A44,3,AA,501.71
T000272,A5,7,AA,151.88
T000754,A31,24,GG,723.88
T000706,A10,23,CC,129.08
T000251,A22,6,FF,125.64
T000233,A40,6,GG,526.9
T000292,A15,8,AA,345.28
T000151,A40,4,AA,737.53
T000563,A11,17,EE,694.53
T000915,A4,27,EE,645.51
T000246,A5,6,BB,77.52
T000535,A38,15,GG,506.05
T000374,A7,10,EE,796.32
T000750,A40,24,DD,858.33
T000234,A36,6,EE,738.68
T000484,A3,13,BB,2.45
T000132,A33,4,AA,774.8
T000972,A47,28,GG,509.23
T000143,A6,4,GG,656.9
T000152,A3,4,BB,928.88
T00053,A31,1,DD,115.88
T000174,A32,4,EE,712.7
T000538,A38,15,EE,309.36
T000425,A28,11,BB,780.81
T000305,A17,8,FF,826.62
T000742,A16,23,DD,670.03
T00075,A15,2,DD,168.31
T000187,A17,4,AA,614.56
T000785,A14,25,CC,309.33
T000911,A19,27,AA,507.86
T000728,A1,23,AA,152.51
T00012,A2,1,DD,775.37
T000193,A26,4,DD,503.58
T000388,A44,10,FF,990.11
T000271,A1,7,FF,622.43
T000825,A33,26,CC,854.59
T000570,A24,17,GG,587.77
T000380,A7,10,FF,326.39
T000314,A1,8,GG,641.15
T000228,A21,6,GG,622.9
T000913,A36,27,EE,955.86
T000848,A31,26,GG,314.32
T000231,A26,6,GG,369.08
T000827,A38,26,EE,201.78
T000943,A35,28,CC,828.57
T000608,A22,19,CC,992.15
T000262,A5,7,FF,574.18
T000333,A1,8,AA,898.64
T000766,A35,24,FF,641.07
T000153,A39,4,AA,422.17
T00060,A6,2,BB,47.89
T000354,A49,9,CC,340.89
T000918,A47,27,AA,85.97
T000718,A18,23,AA,554.78
T000279,A15,8,CC,500.73
T000334,A40,8,EE,513.6
T000794,A6,25,BB,675.99
T000895,A33,27,DD,118.76
T000718,A18,23,AA,554.78
T000151,A40,4,AA,737.53
T000624,A23,20,CC,909.93
T000883,A29,27,DD,533.47
T000372,A37,10,AA,773.09
T000723,A6,23,GG,683.55
T000161,A14,4,AA,796.33
T000840,A18,26,CC,603.92
T000543,A16,16,CC,231.09
T000794,A6,25,BB,675.99
T000777,A36,24,EE,112.66
T000380,A7,10,FF,326.39
T000293,A28,8,FF,340.07
T000470,A6,12,FF,178.29
T000600,A19,19,FF,863.7
T000399,A46,11,EE,968.23
T000272,A5,7,AA,151.88
T000630,A5,20,DD,294.94
T000707,A39,23,FF,322.8
T000275,A39,7,FF,564.29
T000141,A43,4,BB,199.06
T000289,A13,8,GG,516.13
T000281,A33,8,FF,328.74
T000307,A46,8,EE,115.6
T00092,A8,2,EE,154.29
T00091,A31,2,FF,748.48
T000378,A29,10,AA,983.69
T0003,A32,1,DD,499.86
T000141,A43,4,BB,199.06
T000332,A34,8,AA,517.58
T000590,A31,18,DD,378.76
T000958,A12,28,EE,396.74
T000201,A47,5,FF,900.67
T000493,A28,13,DD,904.17
T000459,A5,12,DD,776.08
T000826,A10,26,BB,214.27
T000452,A31,12,BB,286.86
T000360,A45,9,DD,98.49
T000270,A5,7,FF,390.7
T000454,A21,12,DD,490.6
T000627,A8,20,AA,711.47
T000587,A3,18,DD,179.37
T000732,A28,23,AA,145.5
T000148,A28,4,DD,287.55
T000854,A16,26,AA,402.91
T000366,A35,10,BB,167.01
T000914,A6,27,BB,385.48
T000473,A49,12,BB,313.26
T000612,A18,19,BB,581.56
T000890,A14,27,GG,858.61
T000695,A46,22,AA,418.25
T000723,A6,23,GG,683.55
T000408,A27,11,EE,184.7
T000206,A35,6,AA,714.33
T000244,A8,6,FF,20.18
T000643,A46,20,GG,621.39
T000710,A29,23,BB,273.64
T000267,A18,7,BB,863.59
T000886,A49,27,GG,290.14
T000455,A2,12,FF,536.59
T000698,A36,22,GG,598.32
T00076,A34,2,FF,478.41
T000947,A20,28,FF,86.84
T000668,A27,21,CC,158.61
T000499,A7,14,BB,248.18
T000790,A6,25,DD,215.96
T000107,A8,2,FF,323.22
T000239,A46,6,CC,131.6
T000966,A15,28,DD,996.59
T00050,A16,1,CC,353.66
T00059,A30,2,GG,958.29
T000547,A29,16,BB,538.08
T000334,A40,8,EE,513.6
T000478,A12,13,AA,959.1
T000677,A19,21,DD,815.2
T000970,A39,28,FF,201.68
T000586,A10,18,CC,387.74
T000406,A35,11,GG,583.08
T000957,A2,28,EE,585.24
T000459,A5,12,DD,776.08
T000801,A33,25,FF,877.44
T00014,A44,1,CC,397.19
T000882,A14,27,AA,641.96
T000555,A35,17,DD,225.1
T000247,A43,6,GG,576.07
T000548,A10,16,FF,815.31
T000570,A24,17,GG,587.77
T000552,A19,16,BB,701.03
T000602,A17,19,GG,754.54
T000669,A40,21,AA,669.76
T000849,A9,26,AA,141.36
T000935,A3,28,DD,692.65
T000431,A27,11,FF,196.18
T000158,A26,4,FF,452.14
T000167,A38,4,DD,216.92
T000496,A23,13,GG,780.47
T00044,A1,1,DD,227.64
T000784,A33,25,AA,89.59
T000116,A5,3,CC,736.5
T000555,A35,17,DD,225.1
T000914,A6,27,BB,385.48
T000672,A25,21,AA,626.35
T00025,A21,1,GG,857.83
T000438,A37,11,BB,812.64
T000166,A28,4,BB,633.11
T000354,A49,9,CC,340.89
T000420,A4,11,FF,927.5
T000681,A38,22,BB,934.23
T000145,A9,4,DD,685.45
T000224,A32,6,DD,284.47
T000981,A22,29,CC,574.62
T000939,A31,28,CC,816.23
T000133,A40,4,DD,897.97
T0003,A32,1,DD,499.86
T000131,A39,4,BB,243.39
T000636,A5,20,AA,128.16
T000287,A35,8,DD,260.38
T00087,A24,2,EE,298.56
T000931,A1,28,CC,520.1
T000713,A10,23,EE,550.85
T000524,A29,14,FF,999.67
T000891,A9,27,AA,291.76
T000753,A42,24,DD,999.53
T000879,A10,27,BB,252.62
T000557,A39,17,AA,938.26
T000931,A1,28,CC,520.1
T000881,A43,27,GG,561.76
T000104,A8,2,BB,277.48
T000505,A31,14,DD,930.74
T000415,A12,11,CC,455.89
T000559,A47,17,AA,449.42
T000246,A5,6,BB,77.52
T000898,A40,27,FF,444.0
T000624,A23,20,CC,909.93
T000734,A17,23,GG,659.75
T000592,A29,18,GG,784.31
T000312,A39,8,GG,76.62
T000254,A45,6,DD,573.27
T000543,A16,16,CC,231.09
T000981,A22,29,CC,574.62
T000690,A24,22,FF,631.91
T000370,A19,10,CC,441.98
T00069,A7,2,EE,367.0
T00088,A42,2,DD,767.11
T00063,A4,2,CC,659.49
T000368,A44,10,AA,242.44
T000358,A18,9,GG,661.97
T000961,A43,28,DD,741.35
T000421,A46,11,CC,71.58
T000567,A12,17,AA,983.51
T000386,A38,10,FF,880.45
T000861,A16,27,AA,455.58
T000588,A1,18,BB,991.1
T000752,A27,24,CC,832.59
T000448,A29,12,BB,521.56
T00093,A35,2,GG,526.4
T000398,A28,11,FF,778.89
T000853,A14,26,BB,519.08
T000531,A38,15,GG,339.02
T000987,A33,29,GG,410.1
T000328,A2,8,CC,478.62
T000957,A2,28,EE,585.24
T00042,A43,1,AA,886.73
T000283,A36,8,CC,726.54
T000395,A18,11,AA,377.09
T000899,A3,27,FF,328.24
T000232,A20,6,FF,990.85
T000626,A25,20,FF,288.74
T000217,A31,6,AA,252.74
T000922,A25,27,BB,948.01
T000215,A43,6,DD,463.71
T000803,A10,25,AA,87.32
T000144,A43,4,EE,185.87
T000255,A34,6,CC,34.02
T000617,A7,20,FF,647.97
T000844,A25,26,EE,571.86
T000784,A33,25,AA,89.59
T000933,A48,28,FF,790.07
T000181,A37,4,GG,461.32
T000603,A11,19,CC,15.86
T000321,A39,8,AA,648.41
T000299,A26,8,DD,249.97
T000523,A31,14,CC,462.94
T000270,A5,7,FF,390.7
T00054,A42,1,GG,350.65
T000144,A43,4,EE,185.87
T000314,A1,8,GG,641.15
T000947,A20,28,FF,86.84
T000213,A44,6,EE,10.59
T000720,A40,23,CC,316.05
T000855,A41,26,DD,913.75
T000631,A26,20,DD,82.27
T000550,A35,16,DD,637.19
T000584,A34,18,CC,983.24
T000944,A26,28,DD,290.18
T000405,A21,11,AA,935.71
T000870,A15,27,GG,149.36
T000375,A27,10,FF,721.92
T000361,A35,9,CC,503.21
T000283,A36,8,CC,726.54
T000618,A4,20,AA,142.7
T000581,A5,18,CC,605.31
T00032,A13,1,DD,996.67
T000725,A22,23,CC,850.32
T000866,A40,27,GG,482.54
T000230,A26,6,FF,432.2
T000704,A30,22,AA,195.72
T000864,A29,27,EE,742.93
T000434,A13,11,FF,866.21
T000915,A4,27,EE,645.51
T000155,A45,4,BB,940.41
T000491,A19,13,DD,60.08
T000377,A16,10,GG,546.21
T00074,A23,2,AA,743.51
T00086,A8,2,AA,598.28
T000650,A23,20,FF,372.31
T000202,A40,5,AA,827.4
T000740,A5,23,CC,51.93
T000904,A5,27,FF,664.34
T000622,A45,20,CC,62.03
T000336,A28,8,AA,532.01
T000330,A45,8,EE,40.93
T000625,A26,20,DD,114.63
T000122,A39,3,CC,982.64
T000947,A20,28,FF,86.84
T000428,A5,11,CC,504.49
T000357,A48,9,EE,66.05
T00038,A43,1,AA,393.46
T00010,A23,1,BB,416.36
T000337,A23,8,FF,946.09
T00019,A40,1,FF,435.5
T000295,A36,8,BB,434.1
T000465,A14,12,GG,951.87
T000176,A2,4,EE,497.8
T000891,A9,27,AA,291.76
T00047,A10,1,CC,423.94
T000818,A13,26,CC,696.11
T000187,A17,4,AA,614.56
T000878,A35,27,GG,408.5
T000352,A5,9,CC,821.64
T000247,A43,6,GG,576.07
T000717,A4,23,EE,522.17
T000571,A15,17,BB,72.88
T000250,A41,6,BB,321.38
T000522,A11,14,AA,733.1
T000549,A13,16,AA,338.93
T000322,A12,8,FF,486.56
T000549,A13,16,AA,338.93
T000125,A14,3,EE,624.94
T000492,A42,13,AA,38.18
T000451,A36,12,EE,79.24
T000885,A7,27,GG,359.55
T00058,A48,2,AA,797.19
T000824,A7,26,FF,566.92
T000269,A18,7,AA,727.33
T000969,A33,28,DD,869.07
T00062,A37,2,CC,338.21
T000805,A11,25,GG,314.13
T000125,A14,3,EE,624.94
T000142,A26,4,BB,188.06
T000451,A36,12,EE,79.24
T000184,A36,4,DD,21.42
T000292,A15,8,AA,345.28
T000211,A32,6,EE,877.0
T000817,A17,26,DD,957.65
T00050,A16,1,CC,353.66
T000130,A34,3,GG,688.78
T000619,A40,20,GG,282.12
T000916,A12,27,FF,987.85
T000543,A16,16,CC,231.09
